source_platform,listing_id,title,make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,price_jpy,price_usd,cf_price_usd,destination_port,currency,location,listing_url,image_url,is_cleaned,scraped_at
BE FORWARD,CD527221,2020 ISUZU ELF TRUCK,Isuzu,Elf Truck,2020.0,329800.0,0.0,Diesel,Automatic,Pickup,1926866.0,12910.0,20924.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/cd527221/id/15483164/,https://image-cdn.beforward.jp/medium/202606/15483164/CD527221_1f4bbb96.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD511318,2021 ISUZU ELF TRUCK,Isuzu,Elf Truck,2021.0,308000.0,0.0,Diesel,Automatic,Pickup,1879104.0,12590.0,20337.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/cd511318/id/15467294/,https://image-cdn.beforward.jp/medium/202606/15467294/CD511318_1f44b609.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143451,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,168969.0,0.0,Petrol,Automatic,Pickup,2119403.0,14200.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce143451/id/16024954/,https://image-cdn.beforward.jp/medium/202607/16024954/CE143451_204ef8f2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE136477,2018 ISUZU ELF TRUCK,Isuzu,Elf Truck,2018.0,158884.0,990.0,Petrol,Manual,Pickup,1849254.0,12390.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce136477/id/16017858/,https://image-cdn.beforward.jp/medium/202607/16017858/CE136477_204d9fd2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE136194,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,21680.0,0.0,Petrol,Automatic,Pickup,3274627.0,21940.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce136194/id/16017560/,https://image-cdn.beforward.jp/medium/202607/16017560/CE136194_204d6214.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143446,2025 ISUZU D-MAX 3.0 DMAX SINGLE CAB,Isuzu,D-Max 3.0 Dmax Single Cab,2025.0,2600.0,999.0,Diesel,Manual,Pickup,3338806.0,22370.0,25026.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce143446/id/16024947/,https://image-cdn.beforward.jp/medium/202607/16024947/CE143446_2033b73f.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143440,2020 ISUZU D-MAX 1.9 DMAX SMART CAB,Isuzu,D-Max 1.9 Dmax Smart Cab,2020.0,40000.0,898.0,Diesel,Manual,Pickup,2294030.0,15370.0,18026.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce143440/id/16024941/,https://image-cdn.beforward.jp/medium/202607/16024941/CE143440_20491917.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143438,2021 ISUZU MU-X 3.0 MU-X SUV,Isuzu,Mu-X 3.0 Mu-X Suv,2021.0,141686.0,999.0,Diesel,Automatic,Suv,5016418.0,33610.0,36082.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/ce143438/id/16024937/,https://image-cdn.beforward.jp/medium/202607/16024937/CE143438_20491939.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143328,2020 ISUZU D-MAX 1.9 DMAX DOUBLE CAB,Isuzu,D-Max 1.9 Dmax Double Cab,2020.0,52958.0,898.0,Diesel,Manual,Pickup,2531343.0,16960.0,19616.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce143328/id/16024820/,https://image-cdn.beforward.jp/medium/202607/16024820/CE143328_204921b0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143232,2019 ISUZU D-MAX 1.9 DMAX DOUBLE CAB,Isuzu,D-Max 1.9 Dmax Double Cab,2019.0,60000.0,898.0,Diesel,Manual,Pickup,2294030.0,15370.0,18026.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce143232/id/16024722/,https://image-cdn.beforward.jp/medium/202607/16024722/CE143232_20492523.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE141943,2021 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2021.0,69800.0,898.0,Diesel,Manual,Pickup,2895522.0,19400.0,22080.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce141943/id/16023410/,https://image-cdn.beforward.jp/medium/202607/16023410/CE141943_204ec9b2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE139323,2023 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2023.0,73500.0,898.0,Diesel,Manual,Pickup,3386567.0,22690.0,25395.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce139323/id/16020775/,https://image-cdn.beforward.jp/medium/202607/16020775/CE139323_204dcca2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE138963,2020 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2020.0,82900.0,898.0,Diesel,Manual,Pickup,2864179.0,19190.0,21895.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce138963/id/16020415/,https://image-cdn.beforward.jp/medium/202607/16020415/CE138963_204dd368.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE138351,2021 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2021.0,71400.0,898.0,Diesel,Automatic,Pickup,3465672.0,23220.0,25925.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce138351/id/16019801/,https://image-cdn.beforward.jp/medium/202607/16019801/CE138351_204ddd2e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE138334,2019 ISUZU D-MAX 3.0 DOUBLE CAB,Isuzu,D-Max 3.0 Double Cab,2019.0,131000.0,999.0,Diesel,Automatic,Pickup,2737313.0,18340.0,21045.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce138334/id/16019783/,https://image-cdn.beforward.jp/medium/202607/16019783/CE138334_204e1e34.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE136069,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,138384.0,990.0,Diesel,Manual,Pickup,5759701.0,38590.0,43803.0,Mombasa,USD,Kobe,https://www.beforward.jp/isuzu/elf-truck/ce136069/id/16017435/,https://image-cdn.beforward.jp/medium/202607/16017435/CE136069_204d5139.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE133305,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,72000.0,0.0,Diesel,Manual,Pickup,3659701.0,24520.0,33183.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce133305/id/16014756/,https://image-cdn.beforward.jp/medium/202607/16014756/CE133305_204ba3b7.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE132964,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,59333.0,0.0,Diesel,Automatic,Pickup,2311940.0,15490.0,18033.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce132964/id/16014408/,https://image-cdn.beforward.jp/medium/202607/16014408/CE132964_204b85e4.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130930,2020 ISUZU ELF TRUCK 3T,Isuzu,Elf Truck 3T,2020.0,58085.0,0.0,Diesel,Manual,Pickup,4074627.0,27300.0,29908.0,Mombasa,USD,Osaka,https://www.beforward.jp/isuzu/elf-truck/ce130930/id/16012359/,https://image-cdn.beforward.jp/medium/202607/16012359/CE130930_204abe32.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130681,2018 ISUZU ELF TRUCK,Isuzu,Elf Truck,2018.0,282500.0,0.0,Diesel,Manual,Pickup,3102985.0,20790.0,30093.0,Mombasa,USD,Kobe,https://www.beforward.jp/isuzu/elf-truck/ce130681/id/16012105/,https://image-cdn.beforward.jp/medium/202607/16012105/CE130681_204a58b2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130665,2019 ISUZU D-MAX 3.0 V-CROSS SMART CAB,Isuzu,D-Max 3.0 V-Cross Smart Cab,2019.0,51000.0,999.0,Diesel,Manual,Pickup,2389552.0,16010.0,18666.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce130665/id/16012089/,https://image-cdn.beforward.jp/medium/202607/16012089/CE130665_204a54d2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130505,2024 ISUZU ELF TRUCK,Isuzu,Elf Truck,2024.0,75847.0,0.0,Petrol,Manual,Pickup,3900000.0,26130.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce130505/id/16011926/,https://image-cdn.beforward.jp/medium/202607/16011926/CE130505_204a1c92.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130511,2021 ISUZU FORWARD,Isuzu,Forward,2021.0,31159.0,200.0,Petrol,Manual,Sedan,4767164.0,31940.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/forward/ce130511/id/16011932/,https://image-cdn.beforward.jp/medium/202607/16011932/CE130511_204a1d61.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130588,2021 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2021.0,47000.0,898.0,Diesel,Automatic,Pickup,2777612.0,18610.0,21278.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce130588/id/16012011/,https://image-cdn.beforward.jp/medium/202607/16012011/CE130588_204a2d2f.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130542,2023 ISUZU D-MAX 1.9 HI-LANDER DOUBLE CAB,Isuzu,D-Max 1.9 Hi-Lander Double Cab,2023.0,70700.0,898.0,Diesel,Manual,Pickup,3417910.0,22900.0,25556.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce130542/id/16011964/,https://image-cdn.beforward.jp/medium/202607/16011964/CE130542_204a27ab.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130512,2018 ISUZU ELF TRUCK,Isuzu,Elf Truck,2018.0,7571.0,0.0,Diesel,Automatic,Pickup,4189552.0,28070.0,34852.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce130512/id/16011933/,https://image-cdn.beforward.jp/medium/202607/16011933/CE130512_204a1d75.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130514,2020 ISUZU ELF TRUCK,Isuzu,Elf Truck,2020.0,27212.0,0.0,Diesel,Automatic,Pickup,3707463.0,24840.0,27484.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce130514/id/16011935/,https://image-cdn.beforward.jp/medium/202607/16011935/CE130514_204a1db2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE130424,2022 ISUZU D-MAX 3.0 HI-LANDER DOUBLE CAB,Isuzu,D-Max 3.0 Hi-Lander Double Cab,2022.0,70400.0,999.0,Diesel,Manual,Pickup,3528358.0,23640.0,26296.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce130424/id/16011845/,https://image-cdn.beforward.jp/medium/202607/16011845/CE130424_204a0bc1.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CC361124,2022 ISUZU D-MAX,Isuzu,D-Max,2022.0,86000.0,900.0,Petrol,Automatic,Pickup,2904478.0,19460.0,22044.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cc361124/id/14379998/,https://image-cdn.beforward.jp/medium/202603/14379998/CC361124_1d39bcb3.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CC405126,2023 ISUZU D-MAX,Isuzu,D-Max,2023.0,12919.0,898.0,Diesel,Automatic,Pickup,3761194.0,25200.0,27792.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cc405126/id/14424817/,https://image-cdn.beforward.jp/medium/202603/14424817/CC405126_1d53c53a.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CC772893,2024 ISUZU D-MAX,Isuzu,D-Max,2024.0,3058.0,900.0,Diesel,Manual,Pickup,2907463.0,19480.0,22064.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cc772893/id/14793808/,https://image-cdn.beforward.jp/medium/202604/14793808/CC772893_1e0d00e1.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CC842453,2018 ISUZU MU-X,Isuzu,Mu-X,2018.0,149675.0,0.0,Diesel,Automatic,Van,3007463.0,20150.0,22600.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/cc842453/id/14864970/,https://image-cdn.beforward.jp/medium/202604/14864970/CC842453_1e1d4767.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD373312,2021 ISUZU D-MAX,Isuzu,D-Max,2021.0,116286.0,900.0,Diesel,Automatic,Pickup,2613433.0,17510.0,20106.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd373312/id/15327445/,https://image-cdn.beforward.jp/medium/202605/15327445/CD373312_1ed397a8.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD325558,2021 ISUZU MU-X 1.9 ELEGANT 2WD,Isuzu,Mu-X 1.9 Elegant 2Wd,2021.0,162399.0,898.0,Diesel,Automatic,Van,4031343.0,27010.0,29494.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/cd325558/id/15279827/,https://image-cdn.beforward.jp/medium/202605/15279827/CD325558_1eed883b.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD351959,2022 ISUZU D-MAX,Isuzu,D-Max,2022.0,42134.0,898.0,Diesel,Manual,Pickup,2355224.0,15780.0,18156.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd351959/id/15305646/,https://image-cdn.beforward.jp/medium/202605/15305646/CD351959_1eedf092.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD394671,2020 ISUZU D-MAX,Isuzu,D-Max,2020.0,93600.0,898.0,Diesel,Automatic,Pickup,2158209.0,14460.0,17104.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd394671/id/15349434/,https://image-cdn.beforward.jp/medium/202605/15349434/CD394671_1f0bd9ee.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD621389,2019 ISUZU D-MAX,Isuzu,D-Max,2019.0,104936.0,999.0,Diesel,Automatic,Pickup,2759701.0,18490.0,21146.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd621389/id/15577988/,https://image-cdn.beforward.jp/medium/202606/15577988/CD621389_1f195cbd.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD459965,2024 ISUZU D-MAX,Isuzu,D-Max,2024.0,4229.0,898.0,Diesel,Automatic,Pickup,4162687.0,27890.0,30498.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd459965/id/15415032/,https://image-cdn.beforward.jp/medium/202606/15415032/CD459965_1f2c6c99.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD596107,2022 ISUZU MU-X,Isuzu,Mu-X,2022.0,56114.0,900.0,Diesel,Automatic,Van,4668657.0,31280.0,33797.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/cd596107/id/15552705/,https://image-cdn.beforward.jp/medium/202606/15552705/CD596107_1f6c8f5a.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CB471901,2019 ISUZU FORWARD,Isuzu,Forward,2019.0,392179.0,190.0,Petrol,Manual,Sedan,3611940.0,24200.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/forward/cb471901/id/13532517/,https://image-cdn.beforward.jp/medium/202602/13532517/CB471901_1cee107b.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD394677,2018 ISUZU D-MAX,Isuzu,D-Max,2018.0,122700.0,898.0,Diesel,Manual,Pickup,2004478.0,13430.0,16086.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/cd394677/id/15349440/,https://image-cdn.beforward.jp/medium/202605/15349440/CD394677_1f0c24ec.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE128662,2020 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2020.0,40900.0,898.0,Diesel,Manual,Pickup,3005970.0,20140.0,22784.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce128662/id/16010132/,https://image-cdn.beforward.jp/medium/202607/16010132/CE128662_20493380.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE128453,2019 ISUZU D-MAX 1.9 HI-LANDER DOUBLE CAB,Isuzu,D-Max 1.9 Hi-Lander Double Cab,2019.0,37000.0,898.0,Diesel,Manual,Pickup,2200000.0,14740.0,17396.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce128453/id/16009923/,https://image-cdn.beforward.jp/medium/202607/16009923/CE128453_20491f6e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE128381,2021 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2021.0,57000.0,898.0,Diesel,Automatic,Pickup,3162687.0,21190.0,23858.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce128381/id/16009851/,https://image-cdn.beforward.jp/medium/202607/16009851/CE128381_2048dc15.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE127634,2022 ISUZU D-MAX,Isuzu,D-Max,2022.0,45583.0,898.0,Diesel,Manual,Pickup,2856716.0,19140.0,21712.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce127634/id/16009064/,https://image-cdn.beforward.jp/medium/202607/16009064/CE127634_2034722e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE127636,2025 ISUZU MU-X,Isuzu,Mu-X,2025.0,76724.0,999.0,Diesel,Automatic,Van,6622388.0,44370.0,46876.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/ce127636/id/16009066/,https://image-cdn.beforward.jp/medium/202607/16009066/CE127636_2038f63a.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE127639,2021 ISUZU D-MAX,Isuzu,D-Max,2021.0,94123.0,898.0,Diesel,Automatic,Pickup,3408955.0,22840.0,25412.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce127639/id/16009069/,https://image-cdn.beforward.jp/medium/202607/16009069/CE127639_20396a1a.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE127650,2021 ISUZU D-MAX,Isuzu,D-Max,2021.0,266263.0,898.0,Diesel,Automatic,Pickup,2623881.0,17580.0,20164.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce127650/id/16009080/,https://image-cdn.beforward.jp/medium/202607/16009080/CE127650_20429c4e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE127176,2019 ISUZU ELF TRUCK 4WD,Isuzu,Elf Truck 4Wd,2019.0,122000.0,0.0,Diesel,Manual,Pickup,3880597.0,26000.0,35176.0,Mombasa,USD,Nagoya,https://www.beforward.jp/isuzu/elf-truck/ce127176/id/16008597/,https://image-cdn.beforward.jp/medium/202607/16008597/CE127176_2047eb31.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CC799683,2018 ISUZU ELF TRUCK,Isuzu,Elf Truck,2018.0,120930.0,0.0,Diesel,Manual,Pickup,2040299.0,13670.0,19050.0,Mombasa,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/cc799683/id/14821995/,https://image-cdn.beforward.jp/medium/202607/14821995/CC799683_2046d18e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE120042,2018 ISUZU ELF TRUCK,Isuzu,Elf Truck,2018.0,31959.0,0.0,Petrol,Automatic,Pickup,6259701.0,41940.0,,,USD,Yokohama,https://www.beforward.jp/isuzu/elf-truck/ce120042/id/16001394/,https://image-cdn.beforward.jp/medium/202607/16001394/CE120042_20434a18.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE119450,2019 ISUZU ELF TRUCK,Isuzu,Elf Truck,2019.0,160995.0,0.0,Petrol,Automatic,Pickup,1444776.0,9680.0,,,USD,Kobe,https://www.beforward.jp/isuzu/elf-truck/ce119450/id/16000785/,https://image-cdn.beforward.jp/medium/202607/16000785/CE119450_2042b571.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE122571,2021 ISUZU D-MAX 1.9 CAB,Isuzu,D-Max 1.9 Cab,2021.0,73300.0,898.0,Diesel,Automatic,Pickup,2974627.0,19930.0,22635.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce122571/id/16003966/,https://image-cdn.beforward.jp/medium/202607/16003966/CE122571_2043646d.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE122531,2021 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2021.0,217000.0,898.0,Diesel,Manual,Pickup,2926866.0,19610.0,22315.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce122531/id/16003926/,https://image-cdn.beforward.jp/medium/202607/16003926/CE122531_20437d03.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE122523,2021 ISUZU MU-X 3.0,Isuzu,Mu-X 3.0,2021.0,99500.0,999.0,Diesel,Automatic,Van,4429851.0,29680.0,32152.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/mu-x/ce122523/id/16003918/,https://image-cdn.beforward.jp/medium/202607/16003918/CE122523_204382b9.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE121987,2021 ISUZU D-MAX 1.9 DMAX DOUBLE CAB,Isuzu,D-Max 1.9 Dmax Double Cab,2021.0,49000.0,898.0,Diesel,Manual,Pickup,2674627.0,17920.0,20576.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce121987/id/16003375/,https://image-cdn.beforward.jp/medium/202607/16003375/CE121987_2043e1db.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE121873,2022 ISUZU D-MAX 3.0 DMAX DOUBLE CAB,Isuzu,D-Max 3.0 Dmax Double Cab,2022.0,90700.0,999.0,Diesel,Automatic,Pickup,4177612.0,27990.0,30646.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce121873/id/16003260/,https://image-cdn.beforward.jp/medium/202607/16003260/CE121873_2043f867.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE121704,2019 ISUZU D-MAX 1.9 DMAX DOUBLE CAB,Isuzu,D-Max 1.9 Dmax Double Cab,2019.0,94000.0,898.0,Diesel,Manual,Pickup,2674627.0,17920.0,20576.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce121704/id/16003089/,https://image-cdn.beforward.jp/medium/202607/16003089/CE121704_20440e5b.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE121083,2022 ISUZU D-MAX 1.9 DMAX SMART CAB,Isuzu,D-Max 1.9 Dmax Smart Cab,2022.0,45000.0,898.0,Diesel,Automatic,Pickup,2120896.0,14210.0,16866.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce121083/id/16002454/,https://image-cdn.beforward.jp/medium/202607/16002454/CE121083_2043035c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE120077,2022 ISUZU D-MAX 3.0 ISUZU DOUBLE CAB,Isuzu,D-Max 3.0 Isuzu Double Cab,2022.0,190000.0,999.0,Diesel,Automatic,Pickup,4271642.0,28620.0,31276.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce120077/id/16001429/,https://image-cdn.beforward.jp/medium/202607/16001429/CE120077_203a6112.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE120001,2019 ISUZU D-MAX 3.0 DOUBLE CAB,Isuzu,D-Max 3.0 Double Cab,2019.0,66000.0,999.0,Diesel,Manual,Pickup,2926866.0,19610.0,22254.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce120001/id/16001351/,https://image-cdn.beforward.jp/medium/202607/16001351/CE120001_204337f3.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE119733,2024 ISUZU D-MAX 1.9 DOUBLE CAB,Isuzu,D-Max 1.9 Double Cab,2024.0,25838.0,898.0,Diesel,Automatic,Pickup,3940299.0,26400.0,29044.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce119733/id/16001099/,https://image-cdn.beforward.jp/medium/202607/16001099/CE119733_2042f2da.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE119681,2021 ISUZU D-MAX 1.9 CAB,Isuzu,D-Max 1.9 Cab,2021.0,47000.0,898.0,Diesel,Manual,Pickup,2595522.0,17390.0,20046.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce119681/id/16001042/,https://image-cdn.beforward.jp/medium/202607/16001042/CE119681_2042edfe.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE119350,2022 ISUZU D-MAX 1.9 HI-LANDER DOUBLE CAB,Isuzu,D-Max 1.9 Hi-Lander Double Cab,2022.0,41000.0,898.0,Diesel,Manual,Pickup,3243284.0,21730.0,24386.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce119350/id/16000652/,https://image-cdn.beforward.jp/medium/202607/16000652/CE119350_20429911.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE118688,2020 ISUZU D-MAX 1.9 HI-LANDER DOUBLE CAB,Isuzu,D-Max 1.9 Hi-Lander Double Cab,2020.0,62000.0,898.0,Diesel,Manual,Pickup,2991045.0,20040.0,22696.0,Mombasa,USD,Thailand,https://www.beforward.jp/isuzu/d-max/ce118688/id/15999829/,https://image-cdn.beforward.jp/medium/202607/15999829/CE118688_2042749b.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE144999,2025 LEXUS NX,Lexus,Nx,2025.0,4000.0,400.0,Petrol,Automatic,Sedan,7107463.0,47620.0,,,USD,Kyushu,https://www.beforward.jp/lexus/nx/ce144999/id/16026307/,https://image-cdn.beforward.jp/medium/202607/16026307/CE144999_204f7bca.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143727,2019 LEXUS NX,Lexus,Nx,2019.0,101187.0,500.0,Petrol,Cvt,Sedan,2725373.0,18260.0,,,USD,Kyushu,https://www.beforward.jp/lexus/nx/ce143727/id/16025294/,https://image-cdn.beforward.jp/medium/202607/16025294/CE143727_204f36f2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE143670,2025 LEXUS GX,Lexus,Gx,2025.0,500.0,500.0,Petrol,Automatic,Sedan,15580597.0,104390.0,,,USD,Osaka,https://www.beforward.jp/lexus/gx/ce143670/id/16025219/,https://image-cdn.beforward.jp/medium/202607/16025219/CE143670_204f1b35.jpg?w=200,1,2026-07-22 12:48:11.230783
